case_id,customer_id,order_id,customer_message,domain,issue_type,support_category,product_name,product_category,transaction_amount,order_status,reported_at,channel,historical_csat,amount_band
CASE00000126,CUST000126,ORD0000126,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,4K Monitor,Electronics,680.11,Delivered,02/08/2023 15:24,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000127,CUST000127,ORD0000127,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Winter Jacket,Sports & Outdoors,1473.11,Delivered,02/08/2023 09:41,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000128,CUST000128,ORD0000128,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Novel Bestseller,Home & Kitchen,687.2,Delivered,02/08/2023 13:22,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000129,CUST000129,ORD0000129,Next time better,RETURN,Missing,Returns,Smartwatch,Books,627.44,Delivered,02/08/2023 18:55,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000130,CUST000130,ORD0000130,I need help with my order.,ORDER,Not Needed,Cancellation,Instant Pot,Books,1944.01,Delivered,02/08/2023 19:37,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000131,CUST000131,ORD0000131,Very poor service and support,ORDER,Delayed,Order Related,Novel Bestseller,Electronics,1025.25,Shipped,02/08/2023 20:07,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000132,CUST000132,ORD0000132,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Jeans,Clothing,1568.69,Returned,01/08/2023 19:19,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000133,CUST000133,ORD0000133,I need help with my order.,RETURN,Service Centres Related,Returns,Sunglasses,Clothing,1679.99,Delivered,01/08/2023 17:31,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000134,CUST000134,ORD0000134,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,HDMI Cable 2m,Books,1737.06,Cancelled,01/08/2023 21:20,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000135,CUST000135,ORD0000135,Thanks for understanding my problem and helping me out,RETURN,Fraudulent User,Returns,Smartphone Case,Toys & Games,653.48,Delivered,01/08/2023 22:05,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000136,CUST000136,ORD0000136,I need help with my order.,ORDER,Installation/demo,Order Related,Action Camera,Toys & Games,2559.72,Shipped,02/08/2023 10:19,Inbound,3,HIGH_VALUE
CASE00000137,CUST000137,ORD0000137,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Children's Book,Books,1039.49,Delivered,02/08/2023 17:04,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000138,CUST000138,ORD0000138,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Dress Shirt,Clothing,644.98,Shipped,01/08/2023 09:39,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000139,CUST000139,ORD0000139,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Instant Pot,Electronics,1086.33,Delivered,02/08/2023 19:42,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000140,CUST000140,ORD0000140,Nk,RETURN,Return request,Returns,Laptop Sleeve,Toys & Games,289.34,Delivered,01/08/2023 16:56,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000141,CUST000141,ORD0000141,I have not received my refund. Please check the refund status.,REFUND,Refund Enquiry,Refund Related,Board Game,Books,126.51,Delivered,02/08/2023 12:24,Email,4,AUTONOMOUS_ELIGIBLE
CASE00000142,CUST000142,ORD0000142,An item is missing from my order.,RETURN,Missing,Returns,Electric Kettle,Home & Kitchen,2289.77,Pending,02/08/2023 11:53,Outcall,5,HIGH_VALUE
CASE00000143,CUST000143,ORD0000143,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Car Charger,Electronics,433.24,Shipped,02/08/2023 21:14,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000144,CUST000144,ORD0000144,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Children's Book,Books,929.77,Delivered,01/08/2023 09:34,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000145,CUST000145,ORD0000145,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Graphic Tablet,Books,114.51,Delivered,01/08/2023 17:49,Email,1,AUTONOMOUS_ELIGIBLE
CASE00000146,CUST000146,ORD0000146,Noise watch not restart,ORDER,Installation/demo,Order Related,Instant Pot,Home & Kitchen,2542.08,Delivered,02/08/2023 12:37,Inbound,1,HIGH_VALUE
CASE00000147,CUST000147,ORD0000147,No any response my orderVery bad costumer service,ORDER,Order status enquiry,Order Related,Instant Pot,Electronics,209.21,Delivered,01/08/2023 10:51,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000148,CUST000148,ORD0000148,Small product is take so much time and my order is ariving 2 aug but suddanly is change to 5 aug,ORDER,Order status enquiry,Order Related,Winter Jacket,Clothing,95.94,Delivered,02/08/2023 17:24,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00000149,CUST000149,ORD0000149,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Board Game,Toys & Games,795.51,Returned,01/08/2023 10:29,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000150,CUST000150,ORD0000150,Reten,RETURN,Reverse Pickup Enquiry,Returns,Portable SSD 1TB,Toys & Games,148.14,Shipped,02/08/2023 16:48,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000151,CUST000151,ORD0000151,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Instant Pot,Clothing,908.91,Delivered,02/08/2023 19:47,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000152,CUST000152,ORD0000152,I need help with my order.,ORDER,Not Needed,Cancellation,T-Shirt,Sports & Outdoors,1028.2,Delivered,01/08/2023 17:03,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000153,CUST000153,ORD0000153,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Smartphone Case,Electronics,1371.38,Delivered,01/08/2023 12:39,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000154,CUST000154,ORD0000154,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Cookware Set,Books,1041.85,Delivered,01/08/2023 18:38,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000155,CUST000155,ORD0000155,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Running Shoes,Clothing,1049.12,Delivered,01/08/2023 20:10,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000156,CUST000156,ORD0000156,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Sunglasses,Electronics,571.78,Delivered,02/08/2023 20:24,Email,5,AUTONOMOUS_ELIGIBLE
CASE00000157,CUST000157,ORD0000157,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Memory Card 128GB,Sports & Outdoors,477.5,Shipped,01/08/2023 22:43,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000158,CUST000158,ORD0000158,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Phone Tripod,Books,789.62,Pending,02/08/2023 15:25,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000159,CUST000159,ORD0000159,Nice,RETURN,Fraudulent User,Returns,Mechanical Keyboard,Home & Kitchen,1218.27,Delivered,01/08/2023 14:52,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000160,CUST000160,ORD0000160,An item is missing from my order.,RETURN,Missing,Returns,4K Monitor,Sports & Outdoors,265.45,Delivered,02/08/2023 20:04,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000161,CUST000161,ORD0000161,Good,RETURN,Reverse Pickup Enquiry,Returns,Sunglasses,Toys & Games,47.13,Delivered,02/08/2023 11:46,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000162,CUST000162,ORD0000162,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Vacuum Cleaner,Electronics,875.05,Delivered,01/08/2023 21:48,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000163,CUST000163,ORD0000163,I have not received my refund. Please check the refund status.,REFUND,Refund Enquiry,Refund Related,Graphic Tablet,Home & Kitchen,129.77,Delivered,02/08/2023 22:45,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000164,CUST000164,ORD0000164,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Air Fryer,Electronics,1321.03,Returned,02/08/2023 21:01,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000165,CUST000165,ORD0000165,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Instant Pot,Electronics,210.5,Delivered,02/08/2023 10:50,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000166,CUST000166,ORD0000166,Call disconnect and not provide information proper,RETURN,Fraudulent User,Returns,External HDD 2TB,Home & Kitchen,189.35,Delivered,02/08/2023 14:44,Email,1,AUTONOMOUS_ELIGIBLE
CASE00000167,CUST000167,ORD0000167,My issue is not resolved from yesterday.this is not a good thing.if customer issue is not solved quickly then why we don't do shopping from other shopping app where our issue is solved quickly,RETURN,Reverse Pickup Enquiry,Returns,Desk Plant,Home & Kitchen,1165.99,Delivered,01/08/2023 17:30,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000168,CUST000168,ORD0000168,Everything is good ??,RETURN,Reverse Pickup Enquiry,Returns,Instant Pot,Toys & Games,1202.7,Shipped,02/08/2023 07:14,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000169,CUST000169,ORD0000169,Wrong Product received.,RETURN,Reverse Pickup Enquiry,Returns,Fitness Band,Books,1771.37,Delivered,02/08/2023 18:53,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000170,CUST000170,ORD0000170,I received the wrong product.,RETURN,Wrong,Returns,HDMI Cable 2m,Clothing,2129.36,Delivered,31/07/2023 13:15,Inbound,3,HIGH_VALUE
CASE00000171,CUST000171,ORD0000171,I need help with my order.,RETURN,Technician Visit,Returns,Novel Bestseller,Clothing,173.97,Delivered,01/08/2023 21:36,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000172,CUST000172,ORD0000172,I need help with my order.,ORDER,Installation/demo,Order Related,Yoga Mat,Sports & Outdoors,1497.95,Delivered,02/08/2023 12:18,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000173,CUST000173,ORD0000173,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Running Shoes,Books,271.79,Delivered,02/08/2023 13:08,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000174,CUST000174,ORD0000174,I have not received my refund. Please check the refund status.,REFUND,Refund Enquiry,Refund Related,Office Chair,Electronics,1396.98,Delivered,02/08/2023 08:55,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000175,CUST000175,ORD0000175,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Instant Pot,Clothing,596.98,Delivered,01/08/2023 16:51,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000176,CUST000176,ORD0000176,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,USB-C Charger,Clothing,569.17,Returned,01/08/2023 17:59,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000177,CUST000177,ORD0000177,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Smart Light Bulb,Electronics,2610.9,Delivered,02/08/2023 14:59,Outcall,5,HIGH_VALUE
CASE00000178,CUST000178,ORD0000178,I have not received my refund. Please check the refund status.,REFUND,Refund Enquiry,Refund Related,Gaming Mouse,Toys & Games,486.51,Delivered,02/08/2023 21:34,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000179,CUST000179,ORD0000179,I received the wrong product.,RETURN,Wrong,Returns,Drone Mini,Toys & Games,372.98,Delivered,01/08/2023 12:54,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00000180,CUST000180,ORD0000180,Thanks ??,ORDER,Order status enquiry,Order Related,Wireless Earbuds,Sports & Outdoors,321.02,Delivered,01/08/2023 18:29,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000181,CUST000181,ORD0000181,An item is missing from my order.,RETURN,Missing,Returns,Smartwatch,Home & Kitchen,1194.83,Delivered,02/08/2023 11:01,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000182,CUST000182,ORD0000182,Worst Shopzilla customer service. Shopzilla shouldn't cancel order without ack from customer and also there's no compensation for customer satisfiaction. it makes us to move out from Shopzilla.,ORDER,Seller Cancelled Order,Order Related,Novel Bestseller,Books,1816.13,Delivered,02/08/2023 11:50,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00000183,CUST000183,ORD0000183,The seller cancelled my order. What happens to my payment?,ORDER,Seller Cancelled Order,Order Related,Air Fryer,Electronics,763.31,Returned,01/08/2023 16:09,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000184,CUST000184,ORD0000184,I am waiting second item today because today evening my flight please solve that today thanks,ORDER,Order status enquiry,Order Related,Running Shoes,Home & Kitchen,326.79,Shipped,01/08/2023 16:35,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000185,CUST000185,ORD0000185,Nothing to say thanks for solving my issue,ORDER,Not Needed,Cancellation,Sunglasses,Home & Kitchen,1238.35,Shipped,01/08/2023 23:40,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000186,CUST000186,ORD0000186,I have not received my refund. Please check the refund status.,REFUND,Refund Enquiry,Refund Related,Projector Mini,Toys & Games,1050.18,Pending,02/08/2023 08:52,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000187,CUST000187,ORD0000187,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Children's Book,Sports & Outdoors,328.16,Delivered,01/08/2023 18:13,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000188,CUST000188,ORD0000188,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,USB-C Charger,Home & Kitchen,45.3,Delivered,01/08/2023 15:18,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000189,CUST000189,ORD0000189,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Puzzle 1000pc,Toys & Games,599.49,Shipped,01/08/2023 11:15,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000190,CUST000190,ORD0000190,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Car Charger,Sports & Outdoors,1162.38,Delivered,01/08/2023 13:58,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000191,CUST000191,ORD0000191,I need help cancelling my return.,ORDER,Return cancellation,Cancellation,Dress Shirt,Sports & Outdoors,1604.8,Delivered,01/08/2023 18:58,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000192,CUST000192,ORD0000192,I need help cancelling my return.,ORDER,Return cancellation,Cancellation,Microphone,Books,140.24,Delivered,01/08/2023 20:19,Outcall,1,AUTONOMOUS_ELIGIBLE
CASE00000193,CUST000193,ORD0000193,"Shopzilla customer service executive   was very helpful,I appreciate her to good future ahead in your company.",ORDER,General Enquiry,Order Related,Noise Cancelling Headphones,Toys & Games,533.69,Delivered,02/08/2023 11:02,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000194,CUST000194,ORD0000194,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,LED Desk Lamp,Home & Kitchen,654.29,Delivered,02/08/2023 16:33,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000195,CUST000195,ORD0000195,No,REFUND,Refund Enquiry,Refund Related,Portable SSD 1TB,Sports & Outdoors,1449.11,Delivered,01/08/2023 15:53,Email,5,AUTONOMOUS_ELIGIBLE
CASE00000196,CUST000196,ORD0000196,I need help with my order.,ORDER,Installation/demo,Order Related,Sunglasses,Toys & Games,2129.48,Delivered,01/08/2023 18:05,Inbound,5,HIGH_VALUE
CASE00000197,CUST000197,ORD0000197,Thankyou so much,ORDER,Order status enquiry,Order Related,Instant Pot,Electronics,770.53,Delivered,02/08/2023 18:21,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000198,CUST000198,ORD0000198,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,LED Desk Lamp,Home & Kitchen,874.69,Delivered,02/08/2023 20:47,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000199,CUST000199,ORD0000199,Nyc talkng,RETURN,Reverse Pickup Enquiry,Returns,Wireless Charger,Books,925.55,Delivered,01/08/2023 21:50,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000200,CUST000200,ORD0000200,Thanks,RETURN,Service Centres Related,Returns,Desk Organizer,Home & Kitchen,447.34,Shipped,01/08/2023 12:43,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000201,CUST000201,ORD0000201,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Kids Toy Car,Clothing,2318.22,Delivered,02/08/2023 10:43,Outcall,5,HIGH_VALUE
CASE00000202,CUST000202,ORD0000202,"You have played around with this order. Without taking customers concern, how can you plan the resolution/pick-up of the products? Don't you have brain to check with the customers availability? Also, no courtesy to atleast reach customer and apologize for the mess created by Shopzilla due to systems failure. Order placed on 8 July and 19 July damaged product delivered. I'm still awaiting for the resolution and refund.",RETURN,Reverse Pickup Enquiry,Returns,LED Desk Lamp,Toys & Games,848.2,Delivered,02/08/2023 17:33,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000203,CUST000203,ORD0000203,Excellent,RETURN,Exchange / Replacement,Returns,4K Monitor,Toys & Games,2548.34,Delivered,01/08/2023 10:00,Inbound,5,HIGH_VALUE
CASE00000204,CUST000204,ORD0000204,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Toys & Games,1395.21,Returned,02/08/2023 01:11,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000205,CUST000205,ORD0000205,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Smart Light Bulb,Sports & Outdoors,489.9,Delivered,02/08/2023 19:01,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000206,CUST000206,ORD0000206,I need help with my order.,RETURN,Fraudulent User,Returns,Electric Kettle,Electronics,1127.02,Delivered,01/08/2023 10:04,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000207,CUST000207,ORD0000207,I need help with my order.,ORDER,Priority delivery,Order Related,Car Charger,Books,164.8,Delivered,01/08/2023 14:52,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000208,CUST000208,ORD0000208,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Water Bottle,Books,281.18,Delivered,02/08/2023 16:16,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000209,CUST000209,ORD0000209,I need help with my order.,RETURN,Fraudulent User,Returns,Kids Toy Car,Electronics,1716.97,Delivered,02/08/2023 09:09,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000210,CUST000210,ORD0000210,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Children's Book,Books,933.4,Shipped,30/07/2023 11:30,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000211,CUST000211,ORD0000211,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Desk Plant,Books,493.8,Delivered,31/07/2023 16:44,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000212,CUST000212,ORD0000212,Very nice,ORDER,Order status enquiry,Order Related,Board Game,Home & Kitchen,482.86,Delivered,01/08/2023 10:46,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000213,CUST000213,ORD0000213,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Children's Book,Sports & Outdoors,206.04,Delivered,01/08/2023 11:08,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00000214,CUST000214,ORD0000214,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Electric Kettle,Clothing,273.4,Delivered,02/08/2023 20:26,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000215,CUST000215,ORD0000215,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Bluetooth Speaker,Electronics,1754.6,Delivered,01/08/2023 21:26,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000216,CUST000216,ORD0000216,Good,RETURN,Reverse Pickup Enquiry,Returns,Air Fryer,Home & Kitchen,1443.35,Delivered,01/08/2023 22:54,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000217,CUST000217,ORD0000217,Bot is very annoying,RETURN,Reverse Pickup Enquiry,Returns,Laptop Sleeve,Toys & Games,2300.58,Delivered,02/08/2023 09:06,Outcall,4,HIGH_VALUE
CASE00000218,CUST000218,ORD0000218,Ok,ORDER,Delayed,Order Related,Smartphone Case,Home & Kitchen,489.94,Delivered,01/08/2023 10:47,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000219,CUST000219,ORD0000219,Have faith in coustomar,RETURN,Damaged,Returns,Backpack,Home & Kitchen,1331.89,Delivered,02/08/2023 09:54,Inbound,5,AUTONOMOUS_ELIGIBLE
